"Ensembl_nodot"	"ENTREZID"	"Symbol"	"gene_type"	"Chr"	"Start"	"End"	"Strand"
"ENSG00000266146"	"100847080"	"MIR5190"	"miRNA"	"chr18"	13459946	13460025	"+"
"ENSG00000266148"	"100846997"	"MIR5583-1"	"miRNA"	"chr18"	37256685	37256743	"+"
"ENSG00000266148"	"100847025"	"MIR5583-1"	"miRNA"	"chr18"	37256685	37256743	"+"
"ENSG00000266149"	"100192426"	"RP11-789C17.3"	"antisense"	"chr18"	8360818	8367032	"-"
"ENSG00000266150"	"100616409"	"MIR4711"	"miRNA"	"chr1"	60198899	60198968	"-"
"ENSG00000266151"	"100500813"	"MIR3646"	"miRNA"	"chr20"	43036760	43036843	"+"
"ENSG00000266154"	"100616439"	"MIR4658"	"miRNA"	"chr7"	99754228	99754292	"-"
"ENSG00000266168"	"100422939"	"MIR3147"	"miRNA"	"chr7"	57472731	57472796	"+"
"ENSG00000266173"	"92335"	"STRADA"	"protein_coding"	"chr17"	61780192	61819330	"-"
"ENSG00000266174"	"100616308"	"MIR4666A"	"miRNA"	"chr1"	228649775	228649853	"+"
"ENSG00000266180"	"100423005"	"MIR4282"	"miRNA"	"chr6"	73677410	73677476	"-"
"ENSG00000266188"	"100616458"	"MIR5095"	"miRNA"	"chr1"	53400602	53400689	"+"
"ENSG00000266189"	"100422944"	"MIR3186"	"miRNA"	"chr17"	79418130	79418214	"-"
"ENSG00000266192"	"100422991"	"MIR1260B"	"miRNA"	"chr11"	96074602	96074690	"+"
"ENSG00000266193"	"100616226"	"MIR4468"	"miRNA"	"chr7"	137808504	137808567	"+"
"ENSG00000266194"	"100616245"	"MIR4661"	"miRNA"	"chr8"	92217713	92217787	"+"
"ENSG00000266203"	"100847018"	"MIR5585"	"miRNA"	"chr1"	32552550	32552608	"+"
"ENSG00000266204"	"100847093"	"MIR5589"	"miRNA"	"chr19"	10149030	10149089	"+"
"ENSG00000266206"	"100500870"	"MIR3926-2"	"miRNA"	"chr8"	12584741	12584813	"-"
"ENSG00000266211"	"100423018"	"MIR3156-3"	"miRNA"	"chr21"	14778705	14778781	"-"
"ENSG00000266215"	"100422918"	"MIR3167"	"miRNA"	"chr11"	126858354	126858438	"-"
"ENSG00000266226"	"100422980"	"MIR4323"	"miRNA"	"chr19"	42637597	42637665	"-"
"ENSG00000266228"	"100500890"	"MIR3611"	"miRNA"	"chr10"	35368526	35368608	"-"
"ENSG00000266232"	"100422974"	"MIR3178"	"miRNA"	"chr16"	2581923	2582006	"-"
"ENSG00000266235"	"100423037"	"MIR3176"	"miRNA"	"chr16"	593277	593366	"+"
"ENSG00000266240"	"100847023"	"MIR5091"	"miRNA"	"chr4"	13629489	13629581	"+"
"ENSG00000266241"	"100616408"	"MIR5047"	"miRNA"	"chr17"	62497332	62497431	"-"
"ENSG00000266243"	"100422874"	"MIR4279"	"miRNA"	"chr5"	31936208	31936265	"-"
"ENSG00000266245"	"100616430"	"MIR4644"	"miRNA"	"chr6"	170639849	170639932	"+"
"ENSG00000266255"	"100616289"	"MIR4475"	"miRNA"	"chr9"	36823536	36823596	"-"
"ENSG00000266256"	"400660"	"LINC00683"	"lincRNA"	"chr18"	74327169	74337897	"+"
"ENSG00000266258"	"101927481"	"RP11-41O4.1"	"protein_coding"	"chr18"	68002675	68019695	"+"
"ENSG00000266262"	"100616141"	"MIR4428"	"miRNA"	"chr1"	237634419	237634491	"+"
"ENSG00000266270"	"100616427"	"MIR5096"	"miRNA"	"chr4"	79741906	79741975	"+"
"ENSG00000266278"	"101060542"	"RP11-41O4.2"	"lincRNA"	"chr18"	68047376	68051827	"-"
"ENSG00000266287"	"100500886"	"MIR3683"	"miRNA"	"chr7"	7106595	7106676	"-"
"ENSG00000266290"	"101927666"	"RP11-159D12.10"	"lincRNA"	"chr17"	56154252	56160565	"-"
"ENSG00000266291"	"100422836"	"hsa-mir-3180-3"	"miRNA"	"chr16"	18496035	18496128	"-"
"ENSG00000266297"	"100126313"	"MIR744"	"miRNA"	"chr17"	11985216	11985313	"+"
"ENSG00000266299"	"100423008"	"MIR3118-5"	"miRNA"	"chr21"	15017096	15017171	"-"
"ENSG00000266302"	"9720"	"RP11-219A15.1"	"protein_coding"	"chr17"	16593575	16707767	"+"
"ENSG00000266305"	"100616405"	"MIR4518"	"miRNA"	"chr16"	30515240	30515322	"+"
"ENSG00000266307"	"100847022"	"MIR5093"	"miRNA"	"chr16"	85339832	85339931	"-"
"ENSG00000266315"	"100616114"	"MIR4668"	"miRNA"	"chr9"	114694380	114694449	"+"
"ENSG00000266318"	"100847066"	"MIR5692A1"	"miRNA"	"chr7"	97592970	97593038	"+"
"ENSG00000266320"	"100500826"	"MIR3909"	"miRNA"	"chr22"	35731633	35731751	"+"
"ENSG00000266321"	"100422843"	"MIR4293"	"miRNA"	"chr10"	14425199	14425276	"-"
"ENSG00000266324"	"100616260"	"MIR4663"	"miRNA"	"chr8"	124228028	124228103	"-"
"ENSG00000266325"	"100500861"	"MIR3665"	"miRNA"	"chr13"	78272147	78272251	"-"
"ENSG00000266327"	"100616280"	"MIR4503"	"miRNA"	"chr14"	37421514	37421596	"-"
"ENSG00000266329"	"100422962"	"MIR4281"	"miRNA"	"chr5"	176056440	176056501	"-"
"ENSG00000266354"	"100616267"	"MIR4776-2"	"miRNA"	"chr2"	213790981	213791060	"+"
"ENSG00000266354"	"100616472"	"MIR4776-2"	"miRNA"	"chr2"	213790981	213791060	"+"
"ENSG00000266370"	"100500889"	"MIR3657"	"miRNA"	"chr12"	112475403	112475519	"-"
"ENSG00000266382"	"100847081"	"MIR5703"	"miRNA"	"chr2"	228336848	228336903	"+"
"ENSG00000266383"	"100847021"	"MIR5002"	"miRNA"	"chr3"	123851776	123851872	"+"
"ENSG00000266392"	"100616294"	"MIR4740"	"miRNA"	"chr17"	79374516	79374578	"-"
"ENSG00000266396"	"100422955"	"MIR4273"	"miRNA"	"chr3"	75787431	75787514	"+"
"ENSG00000266398"	"100500840"	"MIR3656"	"miRNA"	"chr11"	118889654	118889722	"+"
"ENSG00000266405"	"645158"	"CBX3P2"	"pseudogene"	"chr18"	2652169	2655394	"-"
"ENSG00000266407"	"100422892"	"MIR3157"	"miRNA"	"chr10"	97824072	97824156	"-"
"ENSG00000266415"	"100616326"	"MIR4636"	"miRNA"	"chr5"	9053928	9054007	"-"
"ENSG00000266417"	"100616328"	"MIR4424"	"miRNA"	"chr1"	178646884	178646969	"+"
"ENSG00000266423"	"100423029"	"MIR3163"	"miRNA"	"chr11"	66701905	66701977	"-"
"ENSG00000266426"	"100616172"	"MIR4719"	"miRNA"	"chr16"	76902833	76902916	"+"
"ENSG00000266431"	"100847076"	"MIR5580"	"miRNA"	"chr14"	54415145	54415202	"-"
"ENSG00000266433"	"440419"	"TBC1D3P5"	"pseudogene"	"chr17"	25744716	25758649	"+"
"ENSG00000266436"	"100422888"	"MIR4264"	"miRNA"	"chr2"	79876420	79876485	"-"
"ENSG00000266437"	"100616371"	"MIR4746"	"miRNA"	"chr19"	4445975	4446045	"+"
"ENSG00000266449"	"100500855"	"MIR3713"	"miRNA"	"chr15"	76878988	76879032	"+"
"ENSG00000266454"	"100423006"	"MIR3179-3"	"miRNA"	"chr16"	18505751	18505834	"-"
"ENSG00000266458"	"100422852"	"hsa-mir-4259"	"miRNA"	"chr1"	159869769	159869869	"-"
"ENSG00000266459"	"100616248"	"MIR4724"	"miRNA"	"chr17"	29861901	29861989	"+"
"ENSG00000266461"	"100616495"	"MIR2392"	"miRNA"	"chr14"	101280828	101280911	"+"
"ENSG00000266463"	"100423014"	"MIR3196"	"miRNA"	"chr20"	61870131	61870194	"+"
"ENSG00000266478"	"100846991"	"MIR5197"	"miRNA"	"chr5"	143059425	143059536	"+"
"ENSG00000266494"	"100616178"	"MIR4641"	"miRNA"	"chr6"	41566461	41566526	"+"
"ENSG00000266502"	"100847058"	"MIR5681A"	"miRNA"	"chr8"	75460778	75460852	"+"
"ENSG00000266507"	"100616480"	"MIR4479"	"miRNA"	"chr9"	139781185	139781255	"+"
"ENSG00000266508"	"100422916"	"MIR3201"	"miRNA"	"chr22"	48670176	48670227	"+"
"ENSG00000266509"	"100500873"	"MIR3934"	"miRNA"	"chr6"	33665905	33666011	"+"
"ENSG00000266514"	"100616212"	"MIR3689F"	"miRNA"	"chr9"	137742588	137742653	"-"
"ENSG00000266515"	"100616463"	"MIR4452"	"miRNA"	"chr4"	87463635	87463705	"-"
"ENSG00000266517"	"100616474"	"MIR4715"	"miRNA"	"chr15"	26093894	26093972	"-"
"ENSG00000266518"	"100422959"	"MIR4268"	"miRNA"	"chr2"	220771223	220771286	"-"
"ENSG00000266525"	"100616310"	"MIR4650-1"	"miRNA"	"chr7"	66579309	66579384	"-"
"ENSG00000266530"	"100422857"	"MIR4318"	"miRNA"	"chr18"	35237098	35237178	"+"
"ENSG00000266531"	"100616490"	"MIR4706"	"miRNA"	"chr14"	65511406	65511487	"+"
"ENSG00000266533"	"100500828"	"MIR3619"	"miRNA"	"chr22"	46486924	46487006	"+"
"ENSG00000266542"	"100847042"	"hsa-mir-5572"	"miRNA"	"chr15"	80873444	80873580	"+"
"ENSG00000266545"	"100847060"	"MIR5701-1"	"miRNA"	"chr15"	21145581	21145662	"+"
"ENSG00000266554"	"400644"	"RP11-527H14.2"	"lincRNA"	"chr18"	14946266	14973769	"+"
"ENSG00000266555"	"100423001"	"MIR3145"	"miRNA"	"chr6"	138756350	138756431	"-"
"ENSG00000266559"	"100616163"	"MIR4530"	"miRNA"	"chr19"	39900263	39900318	"-"
"ENSG00000266564"	"100616433"	"MIR4418"	"miRNA"	"chr1"	22592732	22592793	"+"
"ENSG00000266567"	"100500860"	"MIR3618"	"miRNA"	"chr22"	20073269	20073356	"+"
"ENSG00000266570"	"100847000"	"MIR5579"	"miRNA"	"chr11"	79133213	79133270	"-"
"ENSG00000266573"	"105372028"	"RP11-449D8.5"	"lincRNA"	"chr18"	22305745	22509040	"+"
"ENSG00000266580"	"100423028"	"MIR4254"	"miRNA"	"chr1"	32224261	32224336	"-"
"ENSG00000266581"	"100423040"	"MIR3166"	"miRNA"	"chr11"	87909670	87909761	"+"
"ENSG00000266582"	"100616264"	"MIR4527"	"miRNA"	"chr18"	44906867	44906936	"+"
"ENSG00000266583"	"100616312"	"MIR4478"	"miRNA"	"chr9"	124882361	124882446	"-"
"ENSG00000266589"	"100616149"	"MIR4512"	"miRNA"	"chr15"	66789296	66789372	"-"
"ENSG00000266593"	"100616369"	"MIR4713"	"miRNA"	"chr15"	51534387	51534461	"+"
"ENSG00000266594"	"100616283"	"MIR4766"	"miRNA"	"chr22"	41209887	41209962	"-"
"ENSG00000266611"	"100616423"	"MIR4703"	"miRNA"	"chr13"	52126725	52126803	"+"
"ENSG00000266617"	"100500899"	"MIR3692"	"miRNA"	"chr6"	157950164	157950232	"+"
"ENSG00000266618"	"100616468"	"MIR4742"	"miRNA"	"chr1"	224585929	224586013	"-"
"ENSG00000266619"	"100616352"	"MIR4642"	"miRNA"	"chr6"	44403378	44403459	"+"
"ENSG00000266620"	"100847037"	"MIR5001"	"miRNA"	"chr2"	233415184	233415283	"-"
"ENSG00000266634"	"100616188"	"MIR3972"	"miRNA"	"chr1"	17604384	17604470	"+"
"ENSG00000266640"	"100616168"	"MIR4754"	"miRNA"	"chr19"	58898137	58898225	"-"
"ENSG00000266643"	"100500812"	"MIR3677"	"miRNA"	"chr16"	2320714	2320773	"+"
"ENSG00000266645"	"100423026"	"MIR4299"	"miRNA"	"chr11"	11678198	11678269	"-"
"ENSG00000266649"	"100423030"	"MIR3126"	"miRNA"	"chr2"	69330814	69330887	"+"
"ENSG00000266655"	"100500909"	"MIR3908"	"miRNA"	"chr12"	124020956	124021081	"+"
"ENSG00000266663"	"100422973"	"MIR3169"	"miRNA"	"chr13"	61773932	61774014	"-"
"ENSG00000266665"	"100616170"	"MIR4739"	"miRNA"	"chr17"	77680985	77681058	"-"
"ENSG00000266666"	"100422883"	"MIR4325"	"miRNA"	"chr20"	55896558	55896647	"-"
"ENSG00000266668"	"100847017"	"MIR5692C2"	"miRNA"	"chr7"	97593717	97593793	"-"
"ENSG00000266676"	"100422873"	"MIR4297"	"miRNA"	"chr10"	131641563	131641638	"-"
"ENSG00000266690"	"100422826"	"MIR4274"	"miRNA"	"chr4"	7461755	7461845	"+"
"ENSG00000266698"	"100500818"	"MIR3945"	"miRNA"	"chr4"	185772167	185772264	"-"
"ENSG00000266703"	"100616186"	"MIR4490"	"miRNA"	"chr11"	90288942	90289025	"-"
"ENSG00000266704"	"100616179"	"MIR4498"	"miRNA"	"chr12"	120593238	120593303	"-"
"ENSG00000266705"	"100616213"	"MIR4437"	"miRNA"	"chr2"	182170320	182170379	"-"
"ENSG00000266709"	"84815"	"RP11-214O1.2"	"lincRNA"	"chr17"	14207171	14208822	"+"
"ENSG00000266714"	"80022"	"MYO15B"	"protein_coding"	"chr17"	73584139	73622929	"+"
"ENSG00000266715"	"100847073"	"MIR5090"	"miRNA"	"chr7"	102106189	102106273	"+"
"ENSG00000266719"	"100616286"	"MIR4676"	"miRNA"	"chr10"	74480787	74480858	"+"
"ENSG00000266721"	"100847016"	"MIR5695"	"miRNA"	"chr19"	13031134	13031218	"+"
"ENSG00000266722"	"100500888"	"MIR3940"	"miRNA"	"chr19"	6416421	6416522	"-"
"ENSG00000266729"	"101927718"	"RP11-534N16.1"	"antisense"	"chr18"	28923331	29006951	"-"
"ENSG00000266733"	"26083"	"TBC1D29"	"protein_coding"	"chr17"	28884130	28890511	"+"
"ENSG00000266737"	"100616403"	"MIR4691"	"miRNA"	"chr11"	67801364	67801448	"+"
"ENSG00000266738"	"100616307"	"MIR4757"	"miRNA"	"chr2"	19548190	19548266	"+"
"ENSG00000266740"	"100616176"	"MIR4708"	"miRNA"	"chr14"	65801835	65801901	"-"
"ENSG00000266745"	"100422901"	"MIR3135A"	"miRNA"	"chr3"	20179057	20179133	"+"
"ENSG00000266750"	"100616285"	"MIR4645"	"miRNA"	"chr6"	2854265	2854341	"-"
"ENSG00000266751"	"100500905"	"MIR3661"	"miRNA"	"chr5"	133561448	133561543	"+"
"ENSG00000266756"	"100847001"	"MIR5680"	"miRNA"	"chr8"	103137660	103137743	"+"
"ENSG00000266758"	"100847041"	"MIR3680-2"	"miRNA"	"chr16"	29610500	29610586	"-"
"ENSG00000266760"	"100616109"	"MIR4464"	"miRNA"	"chr6"	91022461	91022552	"+"
"ENSG00000266761"	"100422889"	"MIR3194"	"miRNA"	"chr20"	50069442	50069514	"-"
"ENSG00000266776"	"100616230"	"MIR4646"	"miRNA"	"chr6"	31668806	31668868	"-"
"ENSG00000266780"	"100846999"	"MIR4444-1"	"miRNA"	"chr3"	75263627	75263700	"+"
"ENSG00000266782"	"100500893"	"MIR3663"	"miRNA"	"chr10"	118927189	118927285	"-"
"ENSG00000266802"	"100616177"	"MIR4419A"	"miRNA"	"chr1"	23384351	23384427	"-"
"ENSG00000266807"	"100616455"	"MIR548H5"	"miRNA"	"chr6"	132113312	132113371	"+"
"ENSG00000266808"	"100616305"	"MIR548AE1"	"miRNA"	"chr2"	185243702	185243771	"+"
"ENSG00000266827"	"100616460"	"MIR3689E"	"miRNA"	"chr9"	137742416	137742487	"-"
"ENSG00000266835"	"100505592"	"RP11-838N2.4"	"lincRNA"	"chr18"	3466248	3478976	"+"
"ENSG00000266850"	"101927571"	"RP11-370A5.1"	"antisense"	"chr18"	20303454	20487684	"-"
"ENSG00000266852"	"100616323"	"MIR4482-1"	"miRNA"	"chr10"	106028080	106028177	"-"
"ENSG00000266855"	"100500821"	"MIR3910-1"	"miRNA"	"chr9"	94398533	94398643	"+"
"ENSG00000266868"	"100616487"	"MIR4517"	"miRNA"	"chr16"	28969904	28969982	"+"
"ENSG00000266887"	"100616415"	"MIR4535"	"miRNA"	"chr22"	49176107	49176165	"+"
"ENSG00000266890"	"100616202"	"MIR4634"	"miRNA"	"chr5"	174178737	174178790	"+"
"ENSG00000266893"	"101927210"	"AC005616.1"	"lincRNA"	"chr19"	28982771	29123635	"-"
"ENSG00000266921"	"101928063"	"RP11-15A1.7"	"antisense"	"chr19"	44501048	44506988	"-"
"ENSG00000266952"	"400654"	"RP11-909B2.1"	"lincRNA"	"chr18"	61880317	61927290	"-"
"ENSG00000266964"	"5348"	"FXYD1"	"protein_coding"	"chr19"	35629712	35634013	"+"
"ENSG00000266967"	"80755"	"AARSD1"	"protein_coding"	"chr17"	41102543	41116515	"-"
"ENSG00000266970"	"101928674"	"RP11-806H10.4"	"lincRNA"	"chr17"	76356534	76369992	"+"
"ENSG00000266979"	"101927017"	"RP11-1072C15.2"	"lincRNA"	"chr17"	42723732	42727717	"-"
"ENSG00000266983"	"100128568"	"CTC-232P5.1"	"antisense"	"chr19"	5978414	6020374	"+"
"ENSG00000267013"	"101927229"	"CTD-2171N6.1"	"lincRNA"	"chr18"	52773135	52791537	"-"
"ENSG00000267014"	"100505835"	"CTD-2081K17.2"	"lincRNA"	"chr19"	29493462	29504862	"+"
"ENSG00000267021"	"100423031"	"MIR4321"	"miRNA"	"chr19"	2250638	2250717	"+"
"ENSG00000267026"	"102724684"	"RP11-92C4.3"	"antisense"	"chr9"	101609511	101634697	"-"
"ENSG00000267028"	"105372127"	"RP11-619L19.1"	"antisense"	"chr18"	53119764	53150171	"+"
"ENSG00000267039"	"105372069"	"RP11-58G13.1"	"antisense"	"chr18"	34481909	34503777	"-"
"ENSG00000267041"	"342892"	"ZNF850"	"protein_coding"	"chr19"	37205285	37263727	"-"
"ENSG00000267042"	"105371782"	"CTD-3193K9.4"	"antisense"	"chr17"	40831981	40834038	"+"
"ENSG00000267058"	"100505715"	"RP11-15A1.3"	"lincRNA"	"chr19"	44395956	44405957	"-"
"ENSG00000267060"	"100885848"	"PTGES3L"	"protein_coding"	"chr17"	41120105	41132545	"-"
"ENSG00000267064"	"100133957"	"RP1-212G6.7"	"antisense"	"chrX"	47518232	47519776	"+"
"ENSG00000267065"	"101928514"	"CTD-2246P4.1"	"lincRNA"	"chr17"	74795126	74802035	"+"
"ENSG00000267080"	"339201"	"ASB16-AS1"	"antisense"	"chr17"	42253341	42264085	"-"
"ENSG00000267082"	"105372273"	"CTC-510F12.2"	"antisense"	"chr19"	11314304	11326844	"+"
"ENSG00000267100"	"147727"	"ILF3-AS1"	"lincRNA"	"chr19"	10762538	10764520	"-"
"ENSG00000267106"	"284385"	"C19orf82"	"protein_coding"	"chr19"	9731967	9756572	"+"
"ENSG00000267107"	"100505495"	"AC011526.1"	"lincRNA"	"chr19"	41960074	42006559	"-"
"ENSG00000267123"	"101928710"	"CTD-2357A8.3"	"lincRNA"	"chr17"	76613471	76628139	"-"
"ENSG00000267128"	"100507218"	"RNF157-AS1"	"antisense"	"chr17"	74136637	74150731	"+"
"ENSG00000267134"	"284294"	"RP11-146N18.1"	"lincRNA"	"chr18"	61771325	62090836	"+"
"ENSG00000267147"	"101928845"	"CTC-548K16.1"	"lincRNA"	"chr19"	14444555	14454725	"+"
"ENSG00000267169"	"100507373"	"CTB-55O6.12"	"antisense"	"chr19"	14247991	14282079	"+"
"ENSG00000267195"	"406994"	"MIR212"	"miRNA"	"chr17"	1953565	1953674	"-"
"ENSG00000267200"	"406921"	"MIR132"	"miRNA"	"chr17"	1953202	1953302	"-"
"ENSG00000267201"	"101928602"	"AC005624.2"	"lincRNA"	"chr19"	2458933	2462183	"-"
"ENSG00000267204"	"101927411"	"AC011518.1"	"lincRNA"	"chr19"	32592994	32596822	"-"
"ENSG00000267206"	"158062"	"LCN6"	"protein_coding"	"chr9"	139638463	139642980	"-"
"ENSG00000267213"	"400684"	"AC007773.2"	"antisense"	"chr19"	32880956	32896466	"-"
"ENSG00000267243"	"100420587"	"AC005307.3"	"lincRNA"	"chr19"	28926295	29218684	"-"
"ENSG00000267244"	"100288123"	"CTB-31O20.4"	"processed_transcript"	"chr19"	1822088	1824544	"+"
"ENSG00000267252"	"101927433"	"RP11-712C7.1"	"lincRNA"	"chr18"	11488569	11506982	"+"
"ENSG00000267254"	"284408"	"CTD-2162K18.5"	"antisense"	"chr19"	37288420	37319017	"+"
"ENSG00000267270"	"100130522"	"AC139100.2"	"protein_coding"	"chr18"	77905807	77936315	"+"
"ENSG00000267272"	"339524"	"RP5-1052I5.1"	"lincRNA"	"chr1"	87595448	87634881	"+"
"ENSG00000267278"	"100133991"	"MAP3K14-AS1"	"antisense"	"chr17"	43325292	43345997	"+"
"ENSG00000267280"	"103689912"	"RP11-332H18.4"	"antisense"	"chr17"	59470817	59488916	"-"
"ENSG00000267288"	"105371795"	"RP13-890H12.2"	"antisense"	"chr17"	43246172	43248951	"-"
"ENSG00000267289"	"100996288"	"CTD-2623N2.11"	"lincRNA"	"chr19"	9944755	9945689	"-"
"ENSG00000267296"	"80054"	"CEBPA-AS1"	"antisense"	"chr19"	33793763	33795960	"+"
"ENSG00000267302"	"101927755"	"RP11-178C3.2"	"lincRNA"	"chr17"	58042193	58074333	"+"
"ENSG00000267308"	"105372290"	"AC004510.3"	"lincRNA"	"chr19"	15937855	15946663	"-"
"ENSG00000267309"	"728752"	"CTD-2630F21.1"	"antisense"	"chr19"	36980551	36981942	"+"
"ENSG00000267313"	"641516"	"RP11-142I20.1"	"lincRNA"	"chr18"	39047395	39212149	"-"
"ENSG00000267322"	"677769"	"SCARNA17"	"antisense"	"chr18"	47340393	47377429	"+"
"ENSG00000267322"	"103091864"	"SCARNA17"	"antisense"	"chr18"	47340393	47377429	"+"
"ENSG00000267337"	"101927921"	"CTC-782O7.1"	"lincRNA"	"chr18"	41903401	42111662	"-"
"ENSG00000267339"	"148145"	"LINC00906"	"lincRNA"	"chr19"	29456038	29461781	"+"
"ENSG00000267348"	"105372419"	"CTB-179K24.3"	"antisense"	"chr19"	45579768	45593649	"-"
"ENSG00000267365"	"400617"	"KCNJ2-AS1"	"antisense"	"chr17"	68163102	68165543	"-"
"ENSG00000267368"	"100134938"	"UPK3BL"	"protein_coding"	"chr7"	102277472	102283238	"-"
"ENSG00000267374"	"647946"	"LINC00669"	"lincRNA"	"chr18"	36786888	37380282	"-"
"ENSG00000267416"	"105371849"	"CTD-2319I12.2"	"lincRNA"	"chr17"	58156670	58166056	"+"
"ENSG00000267421"	"101928982"	"AC005498.3"	"lincRNA"	"chr19"	57047525	57049944	"-"
"ENSG00000267454"	"386758"	"ZNF582-AS1"	"lincRNA"	"chr19"	56905025	56910541	"+"
"ENSG00000267467"	"346"	"APOC4"	"protein_coding"	"chr19"	45445495	45452820	"+"
"ENSG00000267470"	"100507433"	"ZNF571-AS1"	"antisense"	"chr19"	38039816	38078249	"+"
"ENSG00000267475"	"105372367"	"CTD-2538C1.2"	"lincRNA"	"chr19"	33177995	33182656	"-"
"ENSG00000267496"	"23591"	"FAM215A"	"protein_coding"	"chr17"	41994576	41995326	"+"
"ENSG00000267498"	"105372352"	"CTB-32O4.2"	"lincRNA"	"chr19"	29704142	29706722	"+"
"ENSG00000267508"	"26974"	"ZNF285"	"protein_coding"	"chr19"	44886459	44905774	"-"
"ENSG00000267517"	"105372292"	"CTD-2231E14.4"	"lincRNA"	"chr19"	16176547	16177122	"+"
"ENSG00000267519"	"284454"	"MIR24-2"	"lincRNA"	"chr19"	13945330	13947173	"-"
"ENSG00000267522"	"101928886"	"CTD-2621I17.6"	"lincRNA"	"chr19"	56578050	56590167	"+"
"ENSG00000267532"	"100506755"	"MIR497HG"	"antisense"	"chr17"	6919137	6922978	"-"
"ENSG00000267534"	"9294"	"S1PR2"	"protein_coding"	"chr19"	10334520	10341948	"-"
"ENSG00000267551"	"100996351"	"AC005264.2"	"antisense"	"chr19"	3141574	3155173	"-"
"ENSG00000267575"	"101927151"	"CTC-459F4.3"	"lincRNA"	"chr19"	28284371	28409771	"+"
"ENSG00000267579"	"105372145"	"RP11-126O1.2"	"antisense"	"chr18"	56224302	56233909	"+"
"ENSG00000267586"	"284260"	"LINC00907"	"lincRNA"	"chr18"	39739247	40271387	"+"
"ENSG00000267590"	"100131388"	"NDUFA3P1"	"pseudogene"	"chr19"	44801257	44801508	"+"
"ENSG00000267603"	"101928141"	"LINC01028"	"lincRNA"	"chr17"	68047418	68064236	"+"
"ENSG00000267631"	"114335"	"CGB1"	"protein_coding"	"chr19"	49538831	49552006	"-"
"ENSG00000267640"	"644554"	"CTD-2554C21.2"	"lincRNA"	"chr19"	38307999	38317278	"+"
"ENSG00000267645"	"246721"	"POLR2J2"	"protein_coding"	"chr7"	102277496	102312088	"-"
"ENSG00000267654"	"100996324"	"RP11-973H7.4"	"lincRNA"	"chr18"	12739489	12749420	"-"
"ENSG00000267659"	"101928104"	"RP11-118B18.1"	"lincRNA"	"chr17"	66587937	66760023	"+"
"ENSG00000267673"	"112812"	"FDX1L"	"protein_coding"	"chr19"	10416103	10426691	"-"
"ENSG00000267680"	"7767"	"ZNF224"	"protein_coding"	"chr19"	44598492	44612479	"+"
"ENSG00000267690"	"100288122"	"LDLRAD4-AS1"	"antisense"	"chr18"	13419420	13427479	"-"
"ENSG00000267697"	"767558"	"LUZP6"	"protein_coding"	"chr7"	135612022	135612198	"-"
"ENSG00000267709"	"101928844"	"AC024592.9"	"antisense"	"chr19"	5847478	5858250	"+"
"ENSG00000267712"	"100505474"	"RP11-456O19.4"	"lincRNA"	"chr18"	53750587	53804767	"-"
"ENSG00000267751"	"105372233"	"AC009005.2"	"antisense"	"chr19"	567212	572215	"-"
"ENSG00000267757"	"100287177"	"AC006132.1"	"protein_coding"	"chr19"	46144752	46146098	"+"
"ENSG00000267762"	"105372107"	"RP11-426J5.2"	"antisense"	"chr18"	46199946	46214790	"-"
"ENSG00000267767"	"400685"	"CTC-523E23.4"	"lincRNA"	"chr19"	35279486	35323773	"-"
"ENSG00000267772"	"388406"	"RP11-15E18.4"	"protein_coding"	"chr17"	58641908	58663984	"+"
"ENSG00000267779"	"100996665"	"CTC-360P9.3"	"lincRNA"	"chr19"	32516768	32547771	"+"
"ENSG00000267790"	"100132174"	"RP11-316M20.1"	"lincRNA"	"chr17"	75718954	75724641	"-"
"ENSG00000267795"	"440335"	"SMIM22"	"protein_coding"	"chr16"	4838398	4846492	"+"
"ENSG00000267796"	"55957"	"LIN37"	"protein_coding"	"chr19"	36239262	36245420	"+"
"ENSG00000267855"	"4701"	"NDUFA7"	"protein_coding"	"chr19"	8373490	8386280	"-"
"ENSG00000267858"	"100131691"	"AC016629.8"	"antisense"	"chr19"	59070496	59086164	"+"
"ENSG00000267871"	"105372476"	"CTC-444N24.6"	"antisense"	"chr19"	57778588	57791702	"-"
"ENSG00000267882"	"100131496"	"AL031666.2"	"protein_coding"	"chr20"	45947246	45949467	"+"
"ENSG00000267909"	"56936"	"CCDC177"	"protein_coding"	"chr14"	70038216	70040339	"-"
"ENSG00000267959"	"100422833"	"MIR3188"	"miRNA"	"chr19"	18392887	18392971	"+"
"ENSG00000268001"	"100505812"	"CTC-241F20.3"	"antisense"	"chr19"	48758932	48761456	"+"
"ENSG00000268006"	"100506033"	"PTOV1-AS1"	"antisense"	"chr19"	50341896	50354933	"-"
"ENSG00000268038"	"374890"	"AC011516.2"	"lincRNA"	"chr19"	22798359	22806773	"-"
"ENSG00000268061"	"100505681"	"NAPA-AS1"	"antisense"	"chr19"	47987539	48004854	"+"
"ENSG00000268066"	"100126270"	"FMR1-AS1"	"processed_transcript"	"chrX"	146990949	146993335	"-"
"ENSG00000268095"	"101928571"	"CTC-429C10.2"	"antisense"	"chr19"	52391278	52403716	"+"
"ENSG00000268129"	"100289361"	"RP11-91G21.1"	"lincRNA"	"chr3"	142719749	142720309	"-"
"ENSG00000268153"	"100129935"	"AC005176.2"	"pseudogene"	"chr19"	40129325	40133041	"+"
